Pos,Team,P,W,D,L,F,A,GD,Pts
1,Celtic,38,0,0,0,92,35,+57,79
2,Motherwell,38,0,0,0,67,51,+16,63
3,St Johnstone,38,0,0,0,45,44,+1,56
4,Inverness CT,38,0,0,0,64,60,+4,54
5,Ross County,38,0,0,0,47,48,-1,53
6,Dundee Utd,38,0,0,0,51,62,-11,47
7,Hibernian,38,0,0,0,49,52,-3,51
8,Aberdeen,38,0,0,0,41,43,-2,48
9,Kilmarnock,38,0,0,0,52,53,-1,45
10,Hearts,38,0,0,0,42,52,-9,44
11,St Mirren,38,0,0,0,50,62,-13,41
12,Dundee,38,0,0,0,28,66,-38,30
