Pos,Team,P,W,D,L,F,A,GD,Pts
1,Rangers,38,30,3,5,88,29,+59,93
2,Celtic,38,29,5,4,85,22,+63,92
3,Hearts,38,18,9,11,53,45,+8,63
4,Dundee Utd,38,17,10,11,55,50,+5,61
5,Inverness CT,38,14,11,13,52,44,+8,53
6,Kilmarnock,38,13,10,15,53,55,-2,49
7,Motherwell,38,13,7,18,40,60,-20,46
8,St Johnstone,38,11,11,16,23,43,-20,44
9,Aberdeen,38,11,5,22,39,59,-20,38
10,Hibernian,38,10,7,21,39,61,-22,37
11,St Mirren,38,8,9,21,33,57,-24,33
12,Hamilton,38,5,11,22,24,59,-35,26
