Pos,Team,P,W,D,L,F,A,GD,Pts
1,Celtic,38,26,8,4,93,31,+62,86
2,Aberdeen,38,22,5,11,62,48,+14,71
3,Hearts,38,18,11,9,59,40,+19,65
4,St Johnstone,38,16,8,14,58,55,+3,56
5,Motherwell,38,15,5,18,47,63,-16,50
6,Ross County,38,14,6,18,55,61,-6,48
7,Inverness CT,38,14,10,14,54,48,+6,52
8,Dundee,38,11,15,12,53,57,-4,48
9,Partick Thistle,38,12,10,16,41,50,-9,46
10,Hamilton,38,11,10,17,42,63,-21,43
11,Kilmarnock,38,9,9,20,41,64,-23,36
12,Dundee Utd,38,8,7,23,45,70,-25,28
