Pos,Team,P,W,D,L,F,A,GD,Pts
1,Celtic,38,0,0,0,0,0,+77,99
2,Motherwell,38,1,0,0,1,0,+4,70
3,Aberdeen,38,0,0,1,0,3,+15,68
4,Dundee Utd,38,1,0,0,3,0,+15,58
5,Inverness CT,38,1,0,0,2,0,+0,57
6,St Johnstone,38,1,0,0,2,1,+6,53
7,Ross County,38,0,0,1,1,2,-18,40
8,St Mirren,38,0,0,1,0,1,-19,39
9,Kilmarnock,38,0,1,0,1,1,-21,39
10,Partick Thistle,38,0,0,0,0,0,-19,38
11,Hibernian,38,1,0,0,2,1,-20,35
12,Hearts,38,1,0,0,2,1,-20,23
